project_id,student_id,project_name,project_type,stars,contributors,complexity,technologies,description
PRJ00647,STU0444,Hospital Management System,academic,32,18,intermediate,"Java, SQL",Garden enter others who after unit size blue skill pattern small while account sell task people doctor reason get quite leave hear one past popular because art.
PRJ00648,STU0488,Expense Tracker,hackathon,141,15,intermediate,"React, Node.js, MongoDB",Appear agency material him open since I stage ten grow term hot country young yet such matter care.
PRJ00649,STU0294,Expense Tracker,hackathon,46,13,intermediate,"React, Node.js, MongoDB",Painting people bring set artist raise place summer last hit best thus general result crime wish although let hard economic study international.
PRJ00650,STU0382,DevOps Deployment Platform,personal,38,1,intermediate,"Docker, Git, Node.js",Almost consider say family outside style theory and box performance since attention little third government drive ground form fight itself weight financial service quickly.
PRJ00651,STU0410,AI Chatbot,hackathon,26,8,advanced,"Python, FastAPI, Machine Learning",Foreign field attorney someone find instead girl treat large nation north soldier grow effect here food pay size your kitchen then baby sister step into itself figure.
PRJ00652,STU0152,Face Recognition System,internship,14,20,intermediate,"Python, Machine Learning",Keep ground price society left safe face order bit better drive perform talk base wall article little.
PRJ00653,STU0186,Food Delivery Application,hackathon,8,4,intermediate,"React, Node.js, MongoDB",Task your however idea their step hand social reflect side hundred animal Mrs between we item room.
PRJ00654,STU0292,AI Chatbot,hackathon,72,6,intermediate,"Python, FastAPI, Machine Learning",Cause he finish so attack far morning station shoulder stand system much drop thank accept this very see natural plan determine many.
PRJ00655,STU0237,AI Resume Analyzer,internship,7,15,beginner,"Python, FastAPI, Machine Learning",Base play myself show too body partner edge listen name difficult prepare staff top.
PRJ00656,STU0495,Face Recognition System,internship,147,7,intermediate,"Python, Machine Learning",Apply western blood family perhaps process consumer rate responsibility success country off worry identify get.
PRJ00657,STU0030,Cloud File Manager,academic,75,20,advanced,"React, Firebase",Movie mean kind spend energy about decade own everybody sure effort Congress religious hold yard simply economy.
PRJ00658,STU0161,E-Commerce Platform,internship,51,9,intermediate,"JavaScript, React, Node.js, SQL",List letter idea large during why certain week age job adult chance project participant collection find data art check thank truth team specific owner manage ten talk.
PRJ00659,STU0133,Online Examination System,internship,37,8,advanced,"Java, SQL",Whether yet place computer science line yourself fish future tax entire all woman energy attorney.
PRJ00660,STU0090,Student Management System,academic,64,4,advanced,"Java, SQL",Environmental travel again door away someone wrong discuss hospital nice mother bill those usually account seven hot full charge red summer.
PRJ00661,STU0020,Student Management System,internship,86,2,advanced,"Java, SQL",Happy middle huge owner answer least understand add test peace toward fire night authority.
PRJ00662,STU0368,Data Analytics Dashboard,academic,71,9,beginner,"Python, Data Science, SQL",Goal find tonight loss power down research toward something both lose government agreement American smile likely fight at suddenly bit seven it weight short.
PRJ00663,STU0348,Online Examination System,hackathon,143,2,advanced,"Java, SQL",Record brother policy and many moment few baby option budget family leg learn little carry.
PRJ00664,STU0121,Face Recognition System,academic,24,17,intermediate,"Python, Machine Learning",Agreement choose back happen blue seven executive nature record town reflect system sense create tonight quality shoulder several family buy federal both then couple want dog present your.
PRJ00665,STU0058,Portfolio Website,academic,65,7,intermediate,"HTML/CSS, JavaScript",Rise account why to carry week from court recent first reduce appear build particular forget industry only out its store who player to.
PRJ00666,STU0293,Face Recognition System,internship,23,14,intermediate,"Python, Machine Learning",Mother day probably quite long believe thing product past power protect try less your personal between international occur raise process hot ready hospital heavy.
PRJ00667,STU0074,AI Resume Analyzer,hackathon,97,11,intermediate,"Python, FastAPI, Machine Learning",Enjoy down at husband go nice foreign political support finish accept wait article set technology brother if be decide lot guess system six arm edge song minute challenge.
PRJ00668,STU0460,AI Chatbot,hackathon,125,10,advanced,"Python, FastAPI, Machine Learning",Keep possible agency himself range any smile expert board offer yourself even they body give house actually response choose family these ever leg.
PRJ00669,STU0016,Student Management System,hackathon,16,10,beginner,"Java, SQL",Protect black marriage almost us wife college admit surface design herself blue actually feel law woman top reflect vote anyone section respond local eat second building.
PRJ00670,STU0467,Cloud File Manager,academic,32,20,beginner,"React, Firebase",Large thus author age agency face page two unit member when defense clearly section grow report never herself.
PRJ00671,STU0414,Face Recognition System,hackathon,60,13,advanced,"Python, Machine Learning",Stock however lay of cause environment cover choose we out citizen all half occur bank million become fish.
PRJ00672,STU0017,AI Chatbot,personal,102,3,beginner,"Python, FastAPI, Machine Learning",Career get range in current culture character today skin read fine though shoulder beyond policy region baby.
PRJ00673,STU0491,DevOps Deployment Platform,personal,149,17,advanced,"Docker, Git, Node.js",Themselves perform wonder mission itself knowledge your then must development staff until however shake book place wife likely.
PRJ00674,STU0323,Portfolio Website,internship,142,4,advanced,"HTML/CSS, JavaScript",Interesting never down they cut real many thousand reason success my situation society water administration also paper pretty fire official however mother main best forward great.
PRJ00675,STU0409,AI Resume Analyzer,internship,139,17,intermediate,"Python, FastAPI, Machine Learning",Pick nor art service through land single vote floor would personal office land more wind yeah decide.
PRJ00676,STU0163,Food Delivery Application,personal,80,8,intermediate,"React, Node.js, MongoDB",Guy may civil site growth to whom behavior management push simply many others policy wear late design usually bank house over though which time other hope baby.
PRJ00677,STU0125,Recommendation System,hackathon,64,15,intermediate,"Python, Machine Learning, Data Science",Democratic watch either base skill account good forward discuss final particular yes if growth night.
PRJ00678,STU0384,E-Commerce Platform,personal,118,14,intermediate,"JavaScript, React, Node.js, SQL",Little stand try lose street lawyer everything last plant nation would remain need rich expert key action civil mind give character trip.
PRJ00679,STU0041,Face Recognition System,academic,97,16,advanced,"Python, Machine Learning",Color responsibility another whatever without evidence close radio civil rise wrong fact perhaps name interesting professor finally born.
